paper_id,figure_label,panel_label,repo_url,commit_or_tag,script_path,run_command,language,dependencies_file,container_or_env,os,input_data_source,input_data_path,output_image_path,output_format,result,failure_reason,notes,log_path,screenshot_path,timestamp,run_command_styled,style_wrapper
10.1038/s41586-024-07619-2,,,https://github.com/AlexEMG/DeepLabCut,,deeplabcut/pose_tracking_pytorch/config/__init__.py,,python,data/github_repos/AlexEMG__DeepLabCut/pyproject.toml,,,,,,,needs_manual,nonzero_exit_127,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-07619-2 | deps_found | inferred_python | invalid_cmd,logs/repro_runs/run_00010_20260317_231536.log,,20260317_231536,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py deeplabcut/pose_tracking_pytorch/config/__init__.py,python
10.1038/s41586-024-07619-2,,,https://github.com/AlexEMG/DeepLabCut,,deeplabcut/utils/plotting.py,,python,data/github_repos/AlexEMG__DeepLabCut/pyproject.toml,,,,,,,needs_manual,nonzero_exit_127,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-07619-2 | deps_found | inferred_python | invalid_cmd,logs/repro_runs/run_00011_20260317_231536.log,,20260317_231536,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py deeplabcut/utils/plotting.py,python
10.1038/s41586-024-07619-2,,,https://github.com/AlexEMG/DeepLabCut,,tests/create_project/test_video_set_configuration.py,,python,data/github_repos/AlexEMG__DeepLabCut/pyproject.toml,,,,,,,needs_manual,nonzero_exit_127,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-07619-2 | deps_found | inferred_python | invalid_cmd,logs/repro_runs/run_00012_20260317_231536.log,,20260317_231536,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py tests/create_project/test_video_set_configuration.py,python
10.1038/s41586-024-07619-2,,,https://github.com/AlexEMG/DeepLabCut,,tests/pose_estimation_pytorch/config/test_config_utils.py,,python,data/github_repos/AlexEMG__DeepLabCut/pyproject.toml,,,,,,,needs_manual,nonzero_exit_127,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-07619-2 | deps_found | inferred_python | invalid_cmd,logs/repro_runs/run_00013_20260317_231537.log,,20260317_231537,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py tests/pose_estimation_pytorch/config/test_config_utils.py,python
10.1038/s41586-024-07619-2,,,https://github.com/AlexEMG/DeepLabCut,,tests/pose_estimation_pytorch/config/test_make_pose_config.py,,python,data/github_repos/AlexEMG__DeepLabCut/pyproject.toml,,,,,,,needs_manual,nonzero_exit_127,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-07619-2 | deps_found | inferred_python | invalid_cmd,logs/repro_runs/run_00014_20260317_231538.log,,20260317_231538,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py tests/pose_estimation_pytorch/config/test_make_pose_config.py,python
10.1038/s41586-025-08958-4,,,https://github.com/AlexisDEarl/reciprocity_and_nepotism_in_superb_starlings,,code/06_plot_models_kinship_reciprocal-help.R,micromamba run -n pfc-r Rscript code/06_plot_models_kinship_reciprocal-help.R,r,,,,,,,,needs_manual,missing_rscript,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-08958-4 | inferred_r | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba,logs/repro_runs/run_00015_20260318_081603.log,,20260318_081603,PFC_STYLE_THEME=classic Rscript /nas/jhp/publication-figures/scripts/run_with_style.R code/06_plot_models_kinship_reciprocal-help.R,r
10.1038/s41586-025-08958-4,,,https://github.com/AlexisDEarl/reciprocity_and_nepotism_in_superb_starlings,,code/09_plot_power_analysis.R,micromamba run -n pfc-r Rscript code/09_plot_power_analysis.R,r,,,,,,,,needs_manual,missing_rscript,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-08958-4 | inferred_r | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba | rscript->micromamba,logs/repro_runs/run_00016_20260318_081604.log,,20260318_081604,PFC_STYLE_THEME=classic Rscript /nas/jhp/publication-figures/scripts/run_with_style.R code/09_plot_power_analysis.R,r
10.1038/s41586-025-09528-4,,,https://github.com/Brody-Lab/findr,,notebooks/plot_example_vector_fields.ipynb,python3 main.py,notebook,data/github_repos/Brody-Lab__findr/requirements.txt,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-09528-4 | deps_found | readme_cmd | python->python3 | retry_numpy2 | retry_numpy2,logs/repro_runs/run_00017_20260318_154038.log,,20260318_154038,PFC_STYLE_THEME=classic python3 main.py,
10.1038/s41586-025-09528-4,,,https://github.com/Brody-Lab/fhmddm,,src/+FHMDDM/load_and_plot_psychometric.m,make sure,matlab,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-09528-4 | readme_cmd,logs/repro_runs/run_00018_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh src/+FHMDDM/load_and_plot_psychometric.m,matlab
10.1038/s41586-025-09528-4,,,https://github.com/Brody-Lab/fhmddm,,src/+FHMDDM/plot_peth.m,make sure,matlab,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-09528-4 | readme_cmd,logs/repro_runs/run_00019_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh src/+FHMDDM/plot_peth.m,matlab
10.1038/s41586-025-09528-4,,,https://github.com/Brody-Lab/fhmddm,,src/+FHMDDM/plot_pethset.m,make sure,matlab,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-09528-4 | readme_cmd,logs/repro_runs/run_00020_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh src/+FHMDDM/plot_pethset.m,matlab
10.1038/s41586-025-09528-4,,,https://github.com/Brody-Lab/fhmddm,,src/+FHMDDM/plot_psychometric.m,make sure,matlab,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-09528-4 | readme_cmd,logs/repro_runs/run_00021_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh src/+FHMDDM/plot_psychometric.m,matlab
10.1038/s41586-025-09528-4,,,https://github.com/Brody-Lab/fhmddm,,src/+FHMDDM/shadeplot.m,make sure,matlab,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-09528-4 | readme_cmd,logs/repro_runs/run_00022_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh src/+FHMDDM/shadeplot.m,matlab
10.1038/s41586-024-08476-9,,,https://github.com/Chenglin20170390/Haplotype-diversity,,scripts/Designing Ideal potato haplotypes (IPH)/Calculate_hybrids_from_ideal_inbred_lines.py,python3 scripts/Designing Ideal potato haplotypes (IPH)/Calculate_hybrids_from_ideal_inbred_lines.py,python,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08476-9 | inferred_python | invalid_cmd | inferred_python | python->python3,logs/repro_runs/run_00023_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py scripts/Designing Ideal potato haplotypes (IPH)/Calculate_hybrids_from_ideal_inbred_lines.py,python
10.1038/s41586-024-08476-9,,,https://github.com/Chenglin20170390/Haplotype-diversity,,scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSNPs_in_two_IPH_lines.py,python3 scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSNPs_in_two_IPH_lines.py,python,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08476-9 | inferred_python | invalid_cmd | inferred_python | python->python3,logs/repro_runs/run_00024_20260318_081714.log,,20260318_081714,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSNPs_in_two_IPH_lines.py,python
10.1038/s41586-024-08476-9,,,https://github.com/Chenglin20170390/Haplotype-diversity,,scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSVs_in_A_line_IPH.py,python3 scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSVs_in_A_line_IPH.py,python,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08476-9 | inferred_python | invalid_cmd | inferred_python | python->python3,logs/repro_runs/run_00025_20260318_081715.log,,20260318_081715,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSVs_in_A_line_IPH.py,python
10.1038/s41586-024-08476-9,,,https://github.com/Chenglin20170390/Haplotype-diversity,,scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSVs_in_E_line_IPH.py,python3 scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSVs_in_E_line_IPH.py,python,,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08476-9 | inferred_python | invalid_cmd | inferred_python | python->python3,logs/repro_runs/run_00026_20260318_081715.log,,20260318_081715,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py scripts/Designing Ideal potato haplotypes (IPH)/Design_less_dSVs_in_E_line_IPH.py,python
10.1038/s41586-025-08965-5,,,https://github.com/ChenYangyao/dwarf_assembly_bias,,docs/figures/plots_observation.py,make a,python,data/github_repos/ChenYangyao__dwarf_assembly_bias/requirements.txt,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5 | deps_found | readme_cmd,logs/repro_runs/run_00027_20260318_081715.log,,20260318_081715,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py docs/figures/plots_observation.py,python
10.1038/s41586-025-08965-5,,,https://github.com/ChenYangyao/dwarf_assembly_bias,,docs/figures/plots_theory.ipynb,make a,notebook,data/github_repos/ChenYangyao__dwarf_assembly_bias/requirements.txt,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5 | deps_found | readme_cmd,logs/repro_runs/run_00028_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic make a,
10.1038/s41586-025-08965-5,,,https://github.com/ChenYangyao/dwarf_assembly_bias,,src/dwarf_assembly_bias/config.py,make a,python,data/github_repos/ChenYangyao__dwarf_assembly_bias/requirements.txt,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5 | deps_found | readme_cmd,logs/repro_runs/run_00029_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py src/dwarf_assembly_bias/config.py,python
10.1038/s41586-025-08965-5,,,https://github.com/ChenYangyao/dwarf_assembly_bias,,src/dwarf_assembly_bias/sidm/jiang22/config.py,make a,python,data/github_repos/ChenYangyao__dwarf_assembly_bias/requirements.txt,,,,,,,failed,nonzero_exit,match_score=0; match_reason=; paper_ids=10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5; 10.1038/s41586-025-08965-5 | deps_found | readme_cmd,logs/repro_runs/run_00030_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic python /nas/jhp/publication-figures/scripts/run_with_style.py src/dwarf_assembly_bias/sidm/jiang22/config.py,python
10.1038/s41586-024-08391-z,,,https://github.com/EngreitzLab/CRISPR_comparison,,workflow/scripts/createPredConfig.R,snakemake](https://img.shields.io/badge/snakemake-%E2%89%A55.10.0-brightgreen.svg)](https://snakemake.readthedocs.io/en/stable/index.html),r,,,,,,,,needs_manual,invalid_markdown_command,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08391-z | readme_cmd,logs/repro_runs/run_00031_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic Rscript /nas/jhp/publication-figures/scripts/run_with_style.R workflow/scripts/createPredConfig.R,r
10.1038/s41586-024-08391-z,,,https://github.com/EngreitzLab/CRISPR_comparison,,workflow/scripts/crisprComparisonPlotFunctions.R,snakemake](https://img.shields.io/badge/snakemake-%E2%89%A55.10.0-brightgreen.svg)](https://snakemake.readthedocs.io/en/stable/index.html),r,,,,,,,,needs_manual,invalid_markdown_command,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08391-z | readme_cmd,logs/repro_runs/run_00032_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic Rscript /nas/jhp/publication-figures/scripts/run_with_style.R workflow/scripts/crisprComparisonPlotFunctions.R,r
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,Classes/@imageData/plotImage.m,"matlab -batch ""run('Classes/@imageData/plotImage.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00033_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh Classes/@imageData/plotImage.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,GuiTools/im_browser_PanelShiftBtnUpFcn.m,"matlab -batch ""run('GuiTools/im_browser_PanelShiftBtnUpFcn.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00034_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh GuiTools/im_browser_PanelShiftBtnUpFcn.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/copyfig.m,"matlab -batch ""run('ImportExportTools/export_fig/copyfig.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00035_20260318_081716.log,,20260318_081716,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/copyfig.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/crop_borders.m,"matlab -batch ""run('ImportExportTools/export_fig/crop_borders.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00036_20260318_081717.log,,20260318_081717,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/crop_borders.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/export_fig.m,"matlab -batch ""run('ImportExportTools/export_fig/export_fig.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00037_20260318_081717.log,,20260318_081717,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/export_fig.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/im2gif.m,"matlab -batch ""run('ImportExportTools/export_fig/im2gif.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00038_20260318_081717.log,,20260318_081717,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/im2gif.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/isolate_axes.m,"matlab -batch ""run('ImportExportTools/export_fig/isolate_axes.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00039_20260318_081717.log,,20260318_081717,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/isolate_axes.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/print2array.m,"matlab -batch ""run('ImportExportTools/export_fig/print2array.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00040_20260318_081717.log,,20260318_081717,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/print2array.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,ImportExportTools/export_fig/using_hg2.m,"matlab -batch ""run('ImportExportTools/export_fig/using_hg2.m')""",matlab,,,,,,,,needs_manual,missing_matlab,match_score=0; match_reason=; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00041_20260318_081717.log,,20260318_081717,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh ImportExportTools/export_fig/using_hg2.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,techdoc/ug_gui_panels.m,"matlab -batch ""run('techdoc/ug_gui_panels.m')""",matlab,,,,,,techdoc/html/images/02_left_panel_selector.jpg,jpg,needs_manual,missing_matlab,match_score=2; match_reason=dir_prefix; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00042_20260318_081718.log,,20260318_081718,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh techdoc/ug_gui_panels.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,techdoc/ug_panel_adjustments.m,"matlab -batch ""run('techdoc/ug_panel_adjustments.m')""",matlab,,,,,,techdoc/html/images/02_left_panel_selector.jpg,jpg,needs_manual,missing_matlab,match_score=3; match_reason=dir_prefix+shared_tokens; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00043_20260318_081718.log,,20260318_081718,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh techdoc/ug_panel_adjustments.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,techdoc/ug_panel_bg_removal.m,"matlab -batch ""run('techdoc/ug_panel_bg_removal.m')""",matlab,,,,,,techdoc/html/images/02_left_panel_selector.jpg,jpg,needs_manual,missing_matlab,match_score=3; match_reason=dir_prefix+shared_tokens; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00044_20260318_081720.log,,20260318_081720,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh techdoc/ug_panel_bg_removal.m,matlab
10.1038/s41586-024-08247-6,,,https://github.com/Ajaxels/MIB,,techdoc/ug_panel_corr.m,"matlab -batch ""run('techdoc/ug_panel_corr.m')""",matlab,,,,,,techdoc/html/images/02_left_panel_selector.jpg,jpg,needs_manual,missing_matlab,match_score=3; match_reason=dir_prefix+shared_tokens; paper_ids=10.1038/s41586-024-08247-6; 10.1038/s41586-024-08247-6 | inferred_matlab,logs/repro_runs/run_00045_20260318_081721.log,,20260318_081721,PFC_STYLE_THEME=classic bash /nas/jhp/publication-figures/scripts/run_with_style_matlab.sh techdoc/ug_panel_corr.m,matlab
