journal,title,doi,url,github_url,source_file
Molecular Cell,Delineating the copy-number substructure of metastatic tumors with CopyKit,10.1016/j.molcel.2025.12.026,https://doi.org/10.1016/j.molcel.2025.12.026,"Morgan, M., Wang, J., Obenchain, V., Lang, M., Thompson, R., and Turaga, N. (2021). BiocParallel: Bioconductor facilities for parallel evaluation. R package version 1.40.1. https://github.com/Bioconductor/BiocParallel.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Human superior colliculus pathways represent the form and motion of looming objects,10.1016/j.celrep.2026.117033,https://doi.org/10.1016/j.celrep.2026.117033,"Frey, M., Nau, M., and Gau, R. (2024). DeepMREye. Version 0.2 https://github.com/ANTsX/ANTsPy.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Stress resilience is associated with transcriptional remodeling in the VTA,10.1016/j.celrep.2025.116867,https://doi.org/10.1016/j.celrep.2025.116867,"Love, M., Ahlmann-Eltze, C., Forbes, K., and Anders, S. 2025 DESeq2: Differential gene expression analysis based on the negative binomial distribution. https://github.com/thelovelab/DESeq2 Version: Release.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Systems,Haplotype-resolved reconstruction and functional interrogation of cancer karyotypes,10.1016/j.cels.2025.101477,https://doi.org/10.1016/j.cels.2025.101477,"Bansal, V. (2017). Hapcut2. GitHub. https://github.com/vibansal/HapCUT2.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Systems,Haplotype-resolved reconstruction and functional interrogation of cancer karyotypes,10.1016/j.cels.2025.101477,https://doi.org/10.1016/j.cels.2025.101477,"Edge, P., and Bansal, V. (2019). Integratedphasing. GitHub. https://github.com/vibansal/IntegratedPhasing.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Systems,Haplotype-resolved reconstruction and functional interrogation of cancer karyotypes,10.1016/j.cels.2025.101477,https://doi.org/10.1016/j.cels.2025.101477,"Li, H. (2009). Bwa. GitHub. https://github.com/lh3/bwa.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Systems,Haplotype-resolved reconstruction and functional interrogation of cancer karyotypes,10.1016/j.cels.2025.101477,https://doi.org/10.1016/j.cels.2025.101477,"Tourdot, R.W., and Zhang, C.Z. (2019). mlinker. GitHub. https://github.com/chengzhongzhangDFCI/GenomeBiology-mLinker.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Similar destabilization of neural dynamics under different general anesthetics,10.1016/j.celrep.2026.117048,https://doi.org/10.1016/j.celrep.2026.117048,"Goswami, B. (2025). IAAFT Implementation. GitHub. https://github.com/mlcs/iaaft.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,In situ multi-modal characterization of pancreatic cancer reveals tumor cell identity as a defining factor of the surrounding microenvironment,10.1016/j.celrep.2025.116827,https://doi.org/10.1016/j.celrep.2025.116827,"Mason, M.F., J (2025) icWGCNA: Iterative Correcting Weighted Gene Co-expression Network Analysis. https://github.com/Systems-Methods/icWGCNA",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Genomics,A high-resolution atlas of the brain predicts lineage and birth order underlying neuronal identity,10.1016/j.xgen.2025.101103,https://doi.org/10.1016/j.xgen.2025.101103,"Soneson, C., and Srivastava, A. alevinQC: Generate QC Reports For Alevin Output (R package version 1.6.1). 2021. https://github.com/csoneson/alevinQC.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Functionally distinct ALK and ROS1 fusions detected in infant-type hemispheric gliomas converge on STAT3 and SHP2 activation,10.1016/j.celrep.2026.117046,https://doi.org/10.1016/j.celrep.2026.117046,"Kassambara, A. (2020). ggpubr: “ggplot2” Based Publication Ready Plots. https://github.com/kassambara/ggpubr.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Functionally distinct ALK and ROS1 fusions detected in infant-type hemispheric gliomas converge on STAT3 and SHP2 activation,10.1016/j.celrep.2026.117046,https://doi.org/10.1016/j.celrep.2026.117046,"Kassambara, A. (2023). rstatix: Pipe-Friendly Framework for Basic Statistical Tests. https://github.com/kassambara/rstatix.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Spatiotemporal coordination of Slit-Robo repulsion and neurturin-Gfrα attraction guides multipolar migration during retinal lamination,10.1016/j.celrep.2026.116948,https://doi.org/10.1016/j.celrep.2026.116948,"Slowikowski, K. (2024). ggrepel: Automatically Position Non-Overlapping Text Labels with “ggplot2” https://github.com/slowkow/ggrepel.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports,Telomere-to-telomere assembly detects genomic diversity in Canadian strains of Borrelia burgdorferi,10.1016/j.celrep.2026.116935,https://doi.org/10.1016/j.celrep.2026.116935,"Kzra EK (2018) Simple-Circularise. Github repository, https://github.com/Kzra/Simple-Circularise",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Press Blue,Rhinovirus triggers distinct host responses through differential engagement of epithelial innate immune signaling,10.1016/j.cpblue.2025.100001,https://doi.org/10.1016/j.cpblue.2025.100001,"Krueger, F. (2021). Trimgalore (GitHub repository). https://github.com/FelixKrueger/TrimGalore.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Microbial Cell Factories,Kinetic sampling shows the effect of medium composition on metabolic control in Saccharomyces cerevisiae,10.1186/s12934-025-02884-w,https://doi.org/10.1186/s12934-025-02884-w,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    Metabolic control analysis is used to understand regulation of metabolism and identify bottlenecks to be overcome in metabolic engineering for desired products. Its application has been hampered by the need for either parameterized models or carefully titrated experiments. In this study, we use thermodynamically feasible, sampled parameters to overcome this limitation. We use metabolic control analysis to explore central carbon metabolism of
                    <jats:italic>Saccharomyces cerevisiae</jats:italic>
                    growing in continuous culture under different nutrient limitations. Furthermore, we demonstrate shifts in flux control patterns in response to the different growth conditions and show how our results for specific reactions agree with the literature. Key advantages of the proposed framework include the incorporation of allosteric effectors, the use of omics data from a single steady-state time point and the computational efficiency; in all cases, 100 feasible models were sampled in less than 20 min on a laptop. The model and framework are freely available for researchers to use on their own data:
                    <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""https://github.com/biosustain/GRASP.git"" ext-link-type=""uri"">https://github.com/biosustain/GRASP.git</jats:ext-link>
                    .
                  </jats:p>",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports Methods,Convpaint—Interactive pixel classification using pretrained neural networks,10.1016/j.crmeth.2026.101335,https://doi.org/10.1016/j.crmeth.2026.101335,"Melnikov, E., Best, B., and Kutra, D. . ilastik-napari. https://github.com/ilastik/ilastik-napari. . Accessed: 2024-12-15.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports Methods,Convpaint—Interactive pixel classification using pretrained neural networks,10.1016/j.crmeth.2026.101335,https://doi.org/10.1016/j.crmeth.2026.101335,"Schwob, R. . Scribbles creator. https://github.com/quasar1357/scribbles_creator. . Accessed: 2024-12-15.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports Methods,Convpaint—Interactive pixel classification using pretrained neural networks,10.1016/j.crmeth.2026.101335,https://doi.org/10.1016/j.crmeth.2026.101335,"Seifi, M., Deschamps, J., and Galinova, V. . Feature forest. https://github.com/ilastik/ilastik-napari. . Accessed: 2024-12-15.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Cell Reports Methods,Convpaint—Interactive pixel classification using pretrained neural networks,10.1016/j.crmeth.2026.101335,https://doi.org/10.1016/j.crmeth.2026.101335,"Witz, G., Schwob, R., Hinderling, L., StojiljkoviÄ‡ , A., Vladymyrov, M., and Sobolewski, P. . Convpaint github. www.github.com/guiwitz/napari-convpaint. . Accessed: 2024-12-15.",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_cell.jsonl
Nature,Multimodal learning with next-token prediction for large multimodal models,10.1038/s41586-025-10041-x,https://doi.org/10.1038/s41586-025-10041-x,"Contributors, F. FlagScale: a unified meta-framework enabling adaptive heterogeneous computing for the llm ecosystem. GitHub https://github.com/FlagOpen/FlagScale (2024).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Capturing dynamic phage–pathogen coevolution by clinical surveillance,10.1038/s41586-026-10136-z,https://doi.org/10.1038/s41586-026-10136-z,"Seemann, T. Snippy: rapid haploid variant calling and core SNP phylogeny. GitHub https://github.com/tseemann/snippy (2015).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,An agentic system for rare disease diagnosis with traceable reasoning,10.1038/s41586-025-10097-9,https://doi.org/10.1038/s41586-025-10097-9,"Zhao Z. et al. RareArena: a comprehensive rare disease diagnostic dataset with nearly 50,000 patients covering more than 4000 diseases. GitHub https://github.com/zhao-zy15/RareArena (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Insulin resistance prediction from wearables and routine blood biomarkers,10.1038/s41586-026-10179-2,https://doi.org/10.1038/s41586-026-10179-2,Google DeepMind. OneTwo. GitHub https://github.com/google-deepmind/onetwo (2024).,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,A Cambrian soft-bodied biota after the first Phanerozoic mass extinction,10.1038/s41586-025-10030-0,https://doi.org/10.1038/s41586-025-10030-0,"Kocsis, Á. T., Alroy, J., Reddin, C. J. & Kiessling, W. Phanerozoic-scale global marine biodiversity analysis with the R package divDyn v0.8. GitHub https://github.com/divDyn/ddPhanero/blob/master/doc/dd_phanero.pdf (2019).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Polyamine-dependent metabolic shielding regulates alternative splicing,10.1038/s41586-025-09965-1,https://doi.org/10.1038/s41586-025-09965-1,"Mendizabal, I. & Ponce Rodríguez, M. Script repository: polyamine-dependent metabolic shielding regulates alternative splicing (https://github.com/imendizabalCIC/Polyamine_AlternativeSplicing). Zenodo https://doi.org/10.5281/zenodo.17020551 (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Transferable enantioselectivity models from sparse data,10.1038/s41586-026-10239-7,https://doi.org/10.1038/s41586-026-10239-7,xtb-gaussian. GitHub https://github.com/aspuru-guzik-group/xtb-gaussian (2020).,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Accurate predictions of disordered protein ensembles with STARLING,10.1038/s41586-026-10141-2,https://doi.org/10.1038/s41586-026-10141-2,"Steinegger, M. et al. MMseqs2: ultra fast and sensitive search and clustering suite. GitHub https://github.com/soedinglab/MMseqs2 (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Chemical capture of diazo metabolites reveals biosynthetic hydrazone oxidation,10.1038/s41586-025-10079-x,https://doi.org/10.1038/s41586-025-10079-x,"Kenney, G. E. prettyClusters: exploring and classifying genomic neighborhoods using IMG-like data. GitHub https://github.com/g-e-kenney/prettyClusters (2023).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Little red dots as young supermassive black holes in dense ionized cocoons,10.1038/s41586-025-09900-4,https://doi.org/10.1038/s41586-025-09900-4,"Brammer, G. grizli. GitHub. github.com/gbrammer/grizli (2023).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,"Local agricultural transition, crisis and migration in the Southern Andes",10.1038/s41586-026-10233-z,https://doi.org/10.1038/s41586-026-10233-z,"pontussk/popstats https://github.com/pontussk/popstats (GitHub, 2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Functional dissection of complex trait variants at single-nucleotide resolution,10.1038/s41586-026-10121-6,https://doi.org/10.1038/s41586-026-10121-6,"DiMatteo, J. et al. Motif Liquidator Matrix. GitHub https://github.com/BradnerLab/pipeline/tree/motif_liquidator_matrix (2017).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Holistic motor control of zebra finch song syllable sequences,10.1038/s41586-025-10069-z,https://doi.org/10.1038/s41586-025-10069-z,"Zuo, J. Recurrent model of Songbird HVC. GitHub https://github.com/Zack-zuo/SongbirdHVC# (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Gene conversion empowers natural selection in a clonal fish species,10.1038/s41586-026-10180-9,https://doi.org/10.1038/s41586-026-10180-9,Dfam Consortium. TETools: Dfam transposable element tools docker container. Github https://github.com/Dfam-consortium/TETools (2022).,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Gene conversion empowers natural selection in a clonal fish species,10.1038/s41586-026-10180-9,https://doi.org/10.1038/s41586-026-10180-9,"Rice, E. S. Trio_binning: programs implementing the trio-binning genome assembly method. Github https://github.com/esrice/trio_binning (2022).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Gene conversion empowers natural selection in a clonal fish species,10.1038/s41586-026-10180-9,https://doi.org/10.1038/s41586-026-10180-9,"Rice, E. S. hic-scaffolding-nf: nextflow pipeline for scaffolding genome assemblies with Hi-C reads. Github https://github.com/WarrenLab/hic-scaffolding-nf (2022).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Observing the tidal pulse of rivers from wide-swath satellite altimetry,10.1038/s41586-026-10287-z,https://doi.org/10.1038/s41586-026-10287-z,"Bowman, W. UTide: Python version of UTide unified tidal analysis and prediction functions. GitHub https://github.com/wesleybowman/UTide (2018).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,Giant magnetocaloric effect and spin supersolid in a metallic dipolar magnet,10.1038/s41586-026-10144-z,https://doi.org/10.1038/s41586-026-10144-z,"Xu, L., Shi, X., Jiao, Y., Yang, J. & Wang, Z. SpinToolkit v.1.4.2. GitHub https://github.com/spintoolkit-dev/SpinToolkit_py (2026).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature,A cavity-array microscope for parallel single-atom interfacing,10.1038/s41586-025-10035-9,https://doi.org/10.1038/s41586-025-10035-9,"Palm, L. sloppy. GitHub https://github.com/lksplm/sloppy/ (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Quantitative mapping of pseudouridines in bacterial RNA,10.1038/s41467-026-70073-3,https://doi.org/10.1038/s41467-026-70073-3,"Sridhar, S. brc-parser. GitHub. https://github.com/sridhar0605/brc-parser (2024).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Plants,Root-knot nematode Meloidogyne incognita uses secondary-metabolite-mediated soil microbiome shifts to locate host plants,10.1038/s41477-025-02205-4,https://doi.org/10.1038/s41477-025-02205-4,Andrew S. et al. A quality control analysis tool for high throughput sequencing data. GitHub https://github.com/s-andrews/FastQC (2018).,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Photonics,Experimental memory control in continuous-variable optical quantum reservoir computing,10.1038/s41566-026-01880-9,https://doi.org/10.1038/s41566-026-01880-9,"Paparelle, I. et al. EQ15T/optical_qrc. GitHub https://github.com/EQ15T/optical_qrc (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Reaching elimination of onchocerciasis transmission with long-term vector control and ivermectin treatment in Togo,10.1038/s41467-025-67451-8,https://doi.org/10.1038/s41467-025-67451-8,"EPIONCHO-IBM. An individual-based, stochastic model of the Onchocerca volvulustransmission system. https://github.com/mrc-ide/EPIONCHO.IBM (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,HIV-seq reveals gene expression differences between HIV-transcribing cells from viremic and suppressed people with HIV,10.1038/s41467-026-68797-3,https://doi.org/10.1038/s41467-026-68797-3,Blighe K. kevinblighe/EnhancedVolcano [Internet]. 2024 [cited 2024 Sep 20]. Available from: https://github.com/kevinblighe/EnhancedVolcano.,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Microbiology,Spatial transcriptomics maps host–gut microbiome biogeography at high resolution,10.1038/s41564-026-02286-7,https://doi.org/10.1038/s41564-026-02286-7,ST_BarcodeMap. GitHub http://github.com/STOmics/ST_BarcodeMap (2026).,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Microbiology,Spatial transcriptomics maps host–gut microbiome biogeography at high resolution,10.1038/s41564-026-02286-7,https://doi.org/10.1038/s41564-026-02286-7,slide–snake. GitHub https://github.com/mckellardw/slide_snake (2026).,data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Light-induced assembly and repeatable actuation in Ca2+-driven chemomechanical protein networks,10.1038/s41467-026-69651-2,https://doi.org/10.1038/s41467-026-69651-2,"Tian, J. & other contributors. ReinforcementLearning.jl: A reinforcement learning package for the Julia programming language. GitHub https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl (2020).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Evolving epigenomics of immune cells at single-nucleus resolution in children en route to type 1 diabetes,10.1038/s41467-026-69923-x,https://doi.org/10.1038/s41467-026-69923-x,"Zhang, F. & Kang, H. M. popscle: A suite of population scale analysis tools for single-cell genomics data (demuxlet), https://github.com/statgen/popscle (2020).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Identification and structural characterization of anthrax toxin receptor 2 as the Clostridium perfringens NetF receptor,10.1038/s41467-026-69526-6,https://doi.org/10.1038/s41467-026-69526-6,"joelmeyerson. hole-cmm, https://github.com/joelmeyerson/hole-cmm (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Celcomen: spatial causal disentanglement for single-cell and tissue perturbation modeling,10.1038/s41467-026-69856-5,https://doi.org/10.1038/s41467-026-69856-5,"Chen, D. G. & Megas, S. github.com/stathismegas/celcomen_reproducibility: v1.0.0. (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Celcomen: spatial causal disentanglement for single-cell and tissue perturbation modeling,10.1038/s41467-026-69856-5,https://doi.org/10.1038/s41467-026-69856-5,"Megas, S., Asadollahzadeh, H. & Polanski, K. github.com/Teichlab/celcomen: v1.0.0. (2025).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Acute exercise rewires the proteomic landscape of human immune cells,10.1038/s41467-025-68101-9,https://doi.org/10.1038/s41467-025-68101-9,"Hadley Wickham, D. V., & Maximilian G. tidyr: Tidy Messy Data. R package version 1.3.1 https://github.com/tidyverse/tidyr, (2024).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Communications,Acute exercise rewires the proteomic landscape of human immune cells,10.1038/s41467-025-68101-9,https://doi.org/10.1038/s41467-025-68101-9,"Hadley Wickham, R. F., Lionel Henry, K. M., & Davis V. dplyr: A Grammar of Data Manipulation. R package version 1.1.4 https://github.com/tidyverse/dplyr, (2023).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
Nature Medicine,Contaminating plasmid sequences and disrupted vector genomes in the liver following adeno-associated virus gene therapy,10.1038/s41591-025-04073-z,https://doi.org/10.1038/s41591-025-04073-z,"Andrews, S. Redotable. GitHub https://github.com/s-andrews/redotable (2022).",data/metadata/incremental/2025-12-19_to_2026-03-19/crossref_nature.jsonl
